Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
19,15,2015-12-02,38-127,SAS,,MIL,W (+25),0,11:31,2,5,.400,1,2,.500,0,0,,0,0,0,3,1,0,1,1,5,4.0,+2
20,16,2015-12-03,38-128,SAS,@,MEM,W (+20),0,22:13,4,7,.571,2,2,1.000,3,4,.750,0,3,3,4,1,0,3,2,13,10.2,+17
21,17,2015-12-05,38-130,SAS,,BOS,W (+3),0,25:41,6,11,.545,1,5,.200,2,4,.500,1,6,7,4,0,0,1,1,15,12.8,+12
22,,2015-12-07,38-132,SAS,@,PHI,W (+51),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
23,18,2015-12-09,38-134,SAS,@,TOR,L (-3),0,24:34,5,11,.455,1,6,.167,6,8,.750,1,3,4,3,2,0,2,5,17,12.2,+9
24,19,2015-12-11,38-136,SAS,,LAL,W (+22),0,5:25,1,2,.500,0,0,,0,0,,0,2,2,4,0,0,0,0,2,4.4,+6
25,20,2015-12-12,38-137,SAS,@,ATL,W (+25),0,18:35,5,7,.714,3,3,1.000,4,5,.800,1,2,3,1,0,0,4,1,17,11.3,+5
26,21,2015-12-14,38-139,SAS,,UTA,W (+37),0,11:41,1,4,.250,0,2,.000,2,2,1.000,1,0,1,2,0,0,2,2,4,0.9,-2
27,22,2015-12-16,38-141,SAS,,WAS,W (+19),0,18:25,4,7,.571,1,3,.333,2,2,1.000,0,3,3,8,1,0,3,3,11,11.0,+15
28,23,2015-12-18,38-143,SAS,,LAC,W (+8),0,20:46,1,6,.167,1,2,.500,2,2,1.000,1,0,1,5,2,0,0,3,5,6.2,+9
29,24,2015-12-21,38-146,SAS,,IND,W (+14),0,20:19,3,6,.500,1,2,.500,0,0,,0,0,0,4,0,0,0,0,7,6.8,+9
30,25,2015-12-23,38-148,SAS,@,MIN,W (+25),0,15:59,2,5,.400,2,4,.500,2,2,1.000,0,2,2,4,0,0,2,2,8,5.9,+4
31,26,2015-12-25,38-150,SAS,@,HOU,L (-4),0,25:39,3,7,.429,1,3,.333,2,2,1.000,2,4,6,3,1,0,3,3,9,6.8,+1
32,,2015-12-26,38-151,SAS,,DEN,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
33,27,2015-12-28,38-153,SAS,,MIN,W (+6),0,24:00,5,11,.455,3,6,.500,0,0,,1,4,5,4,0,0,2,1,13,9.6,+16
34,28,2015-12-30,38-155,SAS,,PHO,W (+33),0,17:32,2,5,.400,0,0,,1,2,.500,0,1,1,3,3,0,1,0,5,6.3,+17
35,29,2016-01-02,38-158,SAS,,HOU,W (+18),0,16:01,2,5,.400,0,0,,4,4,1.000,2,0,2,5,1,0,0,3,8,10.0,+15
36,30,2016-01-04,38-160,SAS,@,MIL,W (+25),0,21:38,3,8,.375,2,2,1.000,0,0,,1,3,4,7,2,0,2,1,8,9.7,+12
37,31,2016-01-06,38-162,SAS,,UTA,W (+25),0,22:48,6,10,.600,2,4,.500,0,0,,0,2,2,5,1,0,4,3,14,9.3,+8
38,32,2016-01-08,38-164,SAS,,NYK,W (+1),0,22:14,6,12,.500,2,5,.400,2,2,1.000,1,4,5,3,0,1,0,2,16,13.9,-3
39,33,2016-01-11,38-167,SAS,@,BRK,W (+27),0,18:11,4,5,.800,1,1,1.000,0,0,,0,1,1,5,2,0,2,1,9,10.5,+7
40,34,2016-01-12,38-168,SAS,@,DET,W (+10),0,26:36,5,12,.417,2,5,.400,3,4,.750,0,5,5,2,1,1,1,3,15,10.6,+8
41,35,2016-01-14,38-170,SAS,,CLE,W (+4),0,26:12,4,12,.333,0,4,.000,2,2,1.000,0,3,3,1,1,1,1,3,10,4.3,+4
42,36,2016-01-17,38-173,SAS,,DAL,W (+29),0,18:00,3,8,.375,0,3,.000,1,2,.500,1,2,3,0,1,0,0,2,7,3.7,+6
43,37,2016-01-21,38-177,SAS,@,PHO,W (+28),0,5:39,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-2.4,-3
44,38,2016-01-22,38-178,SAS,@,LAL,W (+13),0,19:04,9,10,.900,2,2,1.000,0,0,,0,4,4,4,5,2,2,0,20,25.0,+3
45,39,2016-01-25,38-181,SAS,@,GSW,L (-30),0,18:50,1,6,.167,0,3,.000,6,10,.600,0,4,4,3,1,1,2,1,8,5.2,-9
46,40,2016-01-27,38-183,SAS,,HOU,W (+31),0,19:06,2,4,.500,0,1,.000,2,2,1.000,0,4,4,3,1,0,4,4,6,2.7,+19
47,41,2016-01-30,38-186,SAS,@,CLE,L (-14),0,17:51,2,10,.200,2,4,.500,0,0,,0,2,2,1,1,0,0,3,6,0.9,-10
48,42,2016-02-01,38-188,SAS,,ORL,W (+15),0,17:27,4,8,.500,1,4,.250,4,4,1.000,1,1,2,2,2,0,0,0,13,13.4,0
49,43,2016-02-03,38-190,SAS,,NOP,W (+13),0,22:19,2,8,.250,2,3,.667,0,0,,0,3,3,4,1,0,4,1,6,1.5,+12
50,,2016-02-05,38-192,SAS,@,DAL,W (+26),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
51,,2016-02-06,38-193,SAS,,LAL,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
52,,2016-02-09,38-196,SAS,@,MIA,W (+18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
53,,2016-02-10,38-197,SAS,@,ORL,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
54,,2016-02-18,38-205,SAS,@,LAC,L (-19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
55,,2016-02-19,38-206,SAS,@,LAL,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
56,,2016-02-21,38-208,SAS,@,PHO,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
57,,2016-02-24,38-211,SAS,@,SAC,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,,2016-02-25,38-212,SAS,@,UTA,W (+18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
59,,2016-02-27,38-214,SAS,@,HOU,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
60,,2016-03-02,38-218,SAS,,DET,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,,2016-03-03,38-219,SAS,@,NOP,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,44,2016-03-05,38-221,SAS,,SAC,W (+10),0,15:26,8,11,.727,1,3,.333,5,5,1.000,1,0,1,1,0,0,1,3,22,16.7,+10
63,45,2016-03-07,38-223,SAS,@,IND,L (-8),0,19:54,1,8,.125,0,4,.000,0,0,,1,0,1,1,0,0,2,3,2,-5.0,-3
64,,2016-03-08,38-224,SAS,@,MIN,W (+25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
65,46,2016-03-10,38-226,SAS,,CHI,W (+8),0,19:35,2,6,.333,0,2,.000,0,0,,0,1,1,2,2,0,1,1,4,2.9,+6
66,47,2016-03-12,38-228,SAS,,OKC,W (+8),0,15:40,0,3,.000,0,2,.000,2,2,1.000,0,0,0,0,3,0,2,3,2,-0.3,+7
67,48,2016-03-15,38-231,SAS,,LAC,W (+21),0,15:38,5,8,.625,2,5,.400,1,2,.500,0,1,1,2,0,0,1,3,13,8.5,+1
68,49,2016-03-17,38-233,SAS,,POR,W (+8),0,17:57,0,4,.000,0,1,.000,2,2,1.000,0,2,2,3,1,0,2,3,2,-0.3,-10
69,50,2016-03-19,38-235,SAS,,GSW,W (+8),0,18:29,3,5,.600,3,5,.600,0,0,,0,3,3,0,1,0,3,3,9,4.4,-10
70,51,2016-03-21,38-237,SAS,@,CHO,L (-3),0,22:56,1,3,.333,1,2,.500,0,0,,0,2,2,3,1,1,3,2,3,1.9,-1
71,52,2016-03-23,38-239,SAS,,MIA,W (+24),0,14:22,1,3,.333,0,0,,0,0,,0,0,0,5,0,0,0,1,2,3.4,+11
72,53,2016-03-25,38-241,SAS,,MEM,W (+6),0,24:06,5,7,.714,3,4,.750,0,0,,0,0,0,5,1,0,3,0,13,11.6,+3
73,,2016-03-26,38-242,SAS,@,OKC,L (-19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
74,,2016-03-28,38-244,SAS,@,MEM,W (+14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
75,54,2016-03-30,38-246,SAS,,NOP,W (+8),0,24:00,7,10,.700,5,6,.833,1,1,1.000,0,1,1,2,3,0,3,4,20,15.9,+1
76,55,2016-04-02,38-249,SAS,,TOR,W (+7),0,21:19,1,6,.167,1,3,.333,2,2,1.000,1,2,3,4,3,1,0,2,5,8.2,+5
77,56,2016-04-05,38-252,SAS,@,UTA,W (+2),0,18:31,5,9,.556,2,4,.500,2,2,1.000,0,2,2,2,0,0,1,1,14,10.3,+15
78,57,2016-04-07,38-254,SAS,@,GSW,L (-11),0,19:35,3,6,.500,0,1,.000,0,0,,0,1,1,2,0,0,3,1,6,1.3,0
79,,2016-04-08,38-255,SAS,@,DEN,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
80,58,2016-04-10,38-257,SAS,,GSW,L (-6),0,20:28,2,7,.286,1,2,.500,3,4,.750,1,0,1,3,3,1,1,1,8,8.6,+4
81,,2016-04-12,38-259,SAS,,OKC,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
82,,2016-04-13,38-260,SAS,@,DAL,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
