Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
19,,2016-11-30,39-125,SAS,@,DAL,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,17,2016-12-02,39-127,SAS,,WAS,W (+2),0,24:10,4,6,.667,1,3,.333,4,4,1.000,0,1,1,7,3,0,2,2,13,15.8,+16
21,18,2016-12-05,39-130,SAS,@,MIL,W (+1),0,20:39,2,7,.286,1,3,.333,1,2,.500,0,2,2,1,4,0,2,1,6,4.4,+9
22,,2016-12-06,39-131,SAS,@,MIN,W (+14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
23,19,2016-12-08,39-133,SAS,@,CHI,L (-4),0,18:19,0,9,.000,0,4,.000,0,0,,0,2,2,2,1,1,1,0,0,-3.6,+7
24,20,2016-12-10,39-135,SAS,,BRK,W (+29),0,17:43,1,3,.333,1,2,.500,0,0,,0,1,1,3,2,0,2,1,3,3.3,+29
25,21,2016-12-14,39-139,SAS,,BOS,W (+7),0,21:34,5,9,.556,2,4,.500,0,0,,0,2,2,4,1,0,3,1,12,8.7,+6
26,22,2016-12-15,39-140,SAS,@,PHO,W (+15),0,15:18,0,3,.000,0,1,.000,2,2,1.000,0,1,1,3,2,0,1,2,2,2.5,+4
27,23,2016-12-18,39-143,SAS,,NOP,W (+13),0,17:32,6,9,.667,3,5,.600,2,2,1.000,0,1,1,1,1,1,0,1,17,15.4,0
28,24,2016-12-20,39-145,SAS,@,HOU,W (+2),0,19:31,4,9,.444,4,5,.800,0,2,.000,0,4,4,3,3,0,2,2,12,10.0,+4
29,,2016-12-22,39-147,SAS,@,LAC,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,,2016-12-23,39-148,SAS,@,POR,W (+20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,25,2016-12-25,39-150,SAS,,CHI,W (+19),0,19:51,1,4,.250,1,3,.333,0,0,,0,2,2,3,0,1,2,3,3,0.8,+1
32,26,2016-12-28,39-153,SAS,,PHO,W (+21),0,19:33,3,9,.333,2,4,.500,4,4,1.000,3,2,5,3,2,3,0,2,12,15.0,+3
33,27,2016-12-30,39-155,SAS,,POR,W (+16),0,17:04,4,8,.500,2,5,.400,4,4,1.000,1,6,7,2,0,0,2,1,14,11.5,+7
34,28,2017-01-01,39-157,SAS,@,ATL,L (-2),0,20:45,2,5,.400,1,3,.333,5,5,1.000,0,3,3,3,3,0,1,2,10,11.5,+5
35,29,2017-01-03,39-159,SAS,,TOR,W (+28),0,17:45,1,3,.333,1,2,.500,1,2,.500,0,1,1,2,0,0,1,1,4,2.2,+9
36,30,2017-01-05,39-161,SAS,@,DEN,W (+28),0,18:18,4,10,.400,3,6,.500,0,0,,0,3,3,3,1,1,0,3,11,9.1,-1
37,31,2017-01-07,39-163,SAS,,CHO,W (+17),0,20:19,1,7,.143,1,3,.333,0,0,,1,1,2,4,1,1,0,3,3,2.8,+19
38,32,2017-01-10,39-166,SAS,,MIL,L (-2),0,14:49,1,6,.167,1,5,.200,0,0,,0,1,1,1,0,0,1,1,3,-1.2,-12
39,33,2017-01-12,39-168,SAS,,LAL,W (+40),0,9:15,0,2,.000,0,1,.000,2,2,1.000,0,0,0,0,1,0,1,1,2,0.2,+7
40,34,2017-01-14,39-170,SAS,@,PHO,L (-3),0,25:06,3,7,.429,2,4,.500,8,8,1.000,0,2,2,3,0,0,3,2,16,11.2,+8
41,35,2017-01-17,39-173,SAS,,MIN,W (+8),0,19:33,3,5,.600,2,4,.500,1,1,1.000,0,2,2,2,1,0,1,4,9,7.1,+13
42,36,2017-01-19,39-175,SAS,,DEN,W (+14),0,20:23,6,11,.545,1,3,.333,1,1,1.000,0,5,5,4,3,0,0,0,14,16.0,+16
43,37,2017-01-21,39-177,SAS,@,CLE,W (+3),0,19:54,3,9,.333,2,6,.333,0,0,,1,1,2,3,0,0,1,4,8,3.4,-5
44,,2017-01-23,39-179,SAS,@,BRK,W (+26),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
45,38,2017-01-24,39-180,SAS,@,TOR,W (+2),0,22:09,3,11,.273,1,4,.250,1,3,.333,0,0,0,1,1,0,2,0,8,0.4,-6
46,39,2017-01-27,39-183,SAS,@,NOP,L (-16),0,15:29,3,7,.429,1,1,1.000,0,0,,0,0,0,4,1,0,1,0,7,6.1,-6
47,40,2017-01-29,39-185,SAS,,DAL,L (-4),0,23:42,3,7,.429,3,4,.750,1,4,.250,1,4,5,3,1,0,2,3,10,6.9,+13
48,41,2017-01-31,39-187,SAS,,OKC,W (+14),0,20:33,3,6,.500,1,3,.333,1,3,.333,0,2,2,4,1,1,1,2,8,7.5,+10
49,42,2017-02-02,39-189,SAS,,PHI,W (+16),0,9:05,0,3,.000,0,1,.000,2,3,.667,0,4,4,2,0,0,2,2,2,-0.7,-4
50,43,2017-02-04,39-191,SAS,,DEN,W (+24),0,10:07,5,6,.833,4,5,.800,4,4,1.000,0,1,1,0,1,0,2,1,18,14.7,+2
51,44,2017-02-06,39-193,SAS,@,MEM,L (-15),0,17:10,5,9,.556,2,5,.400,0,0,,0,0,0,3,1,0,1,1,12,9.4,+7
52,45,2017-02-08,39-195,SAS,@,PHI,W (+8),0,17:59,1,3,.333,1,2,.500,0,0,,0,0,0,2,1,0,2,2,3,0.9,-4
53,46,2017-02-10,39-197,SAS,@,DET,W (+11),0,17:29,1,4,.250,1,2,.500,0,0,,0,2,2,2,1,1,1,2,3,2.5,+4
54,47,2017-02-12,39-199,SAS,@,NYK,L (-4),0,17:03,2,9,.222,0,4,.000,0,0,,2,1,3,4,1,0,0,2,4,3.2,-1
55,48,2017-02-13,39-200,SAS,@,IND,W (+4),0,10:33,0,3,.000,0,1,.000,2,2,1.000,0,0,0,0,0,0,1,2,2,-1.9,-13
56,49,2017-02-15,39-202,SAS,@,ORL,W (+28),0,15:45,1,2,.500,0,0,,0,0,,1,1,2,2,0,0,0,1,2,3.0,+13
57,50,2017-02-24,39-211,SAS,@,LAC,W (+8),0,22:18,2,5,.400,1,4,.250,1,1,1.000,2,0,2,4,3,0,0,1,6,10.1,+23
58,51,2017-02-26,39-213,SAS,@,LAL,W (+21),0,20:13,2,4,.500,2,4,.500,0,0,,0,0,0,4,2,0,0,5,6,6.8,+15
59,52,2017-03-01,39-216,SAS,,IND,W (+1),0,22:59,3,6,.500,1,3,.333,2,4,.500,0,1,1,0,0,0,3,3,9,1.3,+7
60,53,2017-03-03,39-218,SAS,@,NOP,W (+3),0,20:49,2,5,.400,0,3,.000,1,1,1.000,0,3,3,2,0,0,0,1,5,4.2,+1
61,,2017-03-04,39-219,SAS,,MIN,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,54,2017-03-06,39-221,SAS,,HOU,W (+2),0,20:26,4,9,.444,1,4,.250,0,0,,2,1,3,2,1,0,1,1,9,7.0,-9
63,55,2017-03-08,39-223,SAS,,SAC,W (+10),0,25:27,7,15,.467,3,7,.429,2,2,1.000,0,4,4,5,3,0,3,1,19,15.6,+23
64,,2017-03-09,39-224,SAS,@,OKC,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
65,56,2017-03-11,39-226,SAS,,GSW,W (+22),0,18:49,2,6,.333,0,2,.000,2,3,.667,2,3,5,6,3,0,2,3,6,8.5,+9
66,57,2017-03-13,39-228,SAS,,ATL,W (+8),0,22:44,1,4,.250,1,3,.333,0,0,,1,3,4,6,2,0,4,0,3,4.4,+3
67,58,2017-03-15,39-230,SAS,,POR,L (-4),0,19:46,2,5,.400,1,2,.500,2,4,.500,0,1,1,6,2,0,3,4,7,5.4,-3
68,59,2017-03-18,39-233,SAS,@,MEM,L (-8),0,16:04,2,5,.400,1,3,.333,0,0,,0,0,0,1,0,1,3,2,5,-0.1,-13
69,,2017-03-19,39-234,SAS,,SAC,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
70,60,2017-03-21,39-236,SAS,@,MIN,W (+7),0,19:29,4,7,.571,1,3,.333,2,2,1.000,2,1,3,2,3,0,1,1,11,12.4,+13
71,61,2017-03-23,39-238,SAS,,MEM,W (+7),0,18:30,1,7,.143,1,5,.200,3,3,1.000,0,2,2,3,2,0,0,4,6,4.6,-7
72,62,2017-03-25,39-240,SAS,,NYK,W (+8),0,18:37,2,7,.286,0,4,.000,0,0,,0,1,1,4,3,0,0,1,4,5.6,+1
73,63,2017-03-27,39-242,SAS,,CLE,W (+29),0,16:54,5,7,.714,2,3,.667,0,0,,1,2,3,1,1,0,0,2,12,11.3,+12
74,64,2017-03-29,39-244,SAS,,GSW,L (-12),0,16:57,2,7,.286,2,5,.400,0,0,,0,1,1,3,2,0,1,2,6,4.5,-13
75,65,2017-03-31,39-246,SAS,@,OKC,W (+5),0,26:49,3,7,.429,2,4,.500,0,1,.000,0,4,4,8,0,1,1,3,8,9.2,+26
76,,2017-04-02,39-248,SAS,,UTA,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
77,66,2017-04-04,39-250,SAS,,MEM,W (+6),0,6:13,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-2.1,-7
78,,2017-04-05,39-251,SAS,,LAL,L (-7),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
79,,2017-04-07,39-253,SAS,@,DAL,W (+13),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
80,67,2017-04-08,39-254,SAS,,LAC,L (-11),0,21:07,1,4,.250,1,1,1.000,0,0,,0,4,4,2,0,0,3,2,3,-0.6,-13
81,68,2017-04-10,39-256,SAS,@,POR,L (-1),0,15:54,4,7,.571,3,4,.750,0,0,,0,0,0,1,0,0,3,0,11,5.4,+6
82,69,2017-04-12,39-258,SAS,@,UTA,L (-4),0,17:38,1,3,.333,1,3,.333,2,2,1.000,0,2,2,2,1,0,2,1,5,3.9,-1
