Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
23,23,2009-01-08,31-164,SAS,,LAC,W (+22),0,25:32,4,9,.444,1,5,.200,4,4,1.000,0,4,4,5,4,1,2,1,13,15.3,0
24,24,2009-01-11,31-167,SAS,,ORL,L (-7),0,31:48,5,13,.385,1,5,.200,7,7,1.000,2,1,3,4,1,0,4,4,18,10.8,-19
25,25,2009-01-14,31-170,SAS,,LAL,W (+1),0,30:17,9,15,.600,4,8,.500,5,6,.833,1,2,3,2,3,0,2,2,27,22.6,+2
26,26,2009-01-16,31-172,SAS,@,PHI,L (-22),0,23:46,3,11,.273,0,3,.000,2,2,1.000,2,4,6,2,1,0,1,1,8,5.1,-3
27,27,2009-01-17,31-173,SAS,@,CHI,W (+5),0,31:04,5,11,.455,2,6,.333,9,11,.818,1,5,6,4,2,0,1,3,21,19.3,+5
28,28,2009-01-19,31-175,SAS,@,CHA,W (+2),0,28:15,4,11,.364,2,5,.400,0,0,,1,1,2,1,0,0,0,4,10,4.0,-5
29,29,2009-01-20,31-176,SAS,,IND,W (+18),0,20:38,8,10,.800,4,4,1.000,6,7,.857,0,8,8,3,2,1,2,0,26,27.0,+26
30,30,2009-01-23,31-179,SAS,,NJN,W (+3),0,23:01,3,8,.375,1,4,.250,1,1,1.000,0,3,3,4,0,2,3,0,8,5.7,-5
31,31,2009-01-25,31-181,SAS,@,LAL,L (-14),0,25:15,4,11,.364,1,6,.167,0,0,,2,6,8,1,2,0,4,3,9,3.6,-17
32,32,2009-01-27,31-183,SAS,@,UTA,W (+6),0,29:14,1,5,.200,0,3,.000,11,12,.917,0,9,9,5,4,1,6,5,13,12.4,-2
33,33,2009-01-29,31-185,SAS,@,PHO,W (+10),0,32:25,6,13,.462,0,4,.000,18,18,1.000,0,9,9,3,2,0,0,3,30,28.9,+9
34,34,2009-01-31,31-187,SAS,,NOH,W (+13),0,25:37,7,15,.467,2,6,.333,6,6,1.000,1,2,3,5,2,0,2,0,22,19.1,+14
35,35,2009-02-02,31-189,SAS,@,GSW,W (+5),0,34:39,10,23,.435,1,6,.167,11,12,.917,1,2,3,3,2,1,3,4,32,21.0,+12
36,36,2009-02-08,31-195,SAS,@,BOS,W (+6),0,31:20,6,11,.545,2,4,.500,5,5,1.000,1,2,3,3,3,1,4,1,19,16.4,+11
37,37,2009-02-10,31-197,SAS,@,NJN,W (+15),0,27:24,3,6,.500,0,2,.000,3,3,1.000,0,6,6,6,1,0,3,3,9,8.8,0
38,38,2009-02-11,31-198,SAS,@,TOR,L (-2),0,33:36,12,23,.522,4,7,.571,4,5,.800,0,7,7,4,3,0,2,0,32,26.2,+8
39,39,2009-03-25,31-240,SAS,@,ATL,W (+10),0,14:02,1,7,.143,0,3,.000,0,0,,0,2,2,1,0,0,0,1,2,-1.6,-6
40,40,2009-03-27,31-242,SAS,,LAC,W (+13),0,17:03,5,7,.714,2,3,.667,2,2,1.000,0,1,1,7,3,1,0,0,14,20.0,+8
41,41,2009-03-29,31-244,SAS,@,NOH,L (-4),0,27:44,4,11,.364,4,9,.444,5,6,.833,0,2,2,2,1,0,2,5,17,9.5,-10
42,42,2009-03-31,31-246,SAS,,OKC,L (-1),1,28:59,7,13,.538,1,5,.200,2,2,1.000,0,4,4,3,0,0,2,3,17,10.8,-10
43,43,2009-04-03,31-249,SAS,@,IND,W (+5),1,36:07,4,9,.444,3,7,.429,5,5,1.000,0,7,7,7,0,0,0,2,16,17.5,-3
44,44,2009-04-05,31-251,SAS,@,CLE,L (-20),1,22:36,2,9,.222,0,6,.000,0,0,,1,3,4,4,2,0,0,4,4,3.3,-10
