Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
46,46,2007-02-11,29-198,SAS,@,MIA,L (-15),0,29:29,10,16,.625,4,8,.500,2,2,1.000,1,2,3,1,1,1,3,5,26,17.5,-5
47,47,2007-02-13,29-200,SAS,@,NJN,W (+25),0,22:02,4,8,.500,1,3,.333,5,6,.833,1,3,4,4,3,1,2,1,14,15.3,+28
48,48,2007-02-14,29-201,SAS,@,DET,W (+9),0,31:28,6,12,.500,3,5,.600,5,6,.833,2,3,5,3,0,0,6,3,20,10.8,+8
49,49,2007-02-20,29-207,SAS,,DEN,W (+15),0,19:25,6,8,.750,0,2,.000,2,5,.400,2,1,3,4,1,0,0,2,14,14.3,+28
50,50,2007-02-21,29-208,SAS,@,ATL,W (+7),0,32:17,12,22,.545,2,4,.500,14,15,.933,2,6,8,4,1,1,3,1,40,33.3,+8
51,51,2007-02-24,29-211,SAS,,SEA,W (+31),0,21:41,3,6,.500,1,2,.500,4,4,1.000,1,4,5,7,1,0,0,1,11,15.4,+30
52,52,2007-02-26,29-213,SAS,,TOR,W (+16),0,24:06,4,11,.364,1,4,.250,4,5,.800,0,4,4,6,0,1,2,3,13,9.4,+14
53,53,2007-03-02,29-217,SAS,,ORL,W (+24),0,26:57,11,19,.579,6,9,.667,3,4,.750,1,3,4,5,0,0,1,2,31,25.0,+19
54,54,2007-03-03,29-218,SAS,@,HOU,W (+23),0,23:45,1,8,.125,1,3,.333,2,2,1.000,0,2,2,6,2,0,2,1,5,4.2,+4
55,55,2007-03-05,29-220,SAS,@,LAC,W (+14),0,25:51,4,8,.500,1,2,.500,7,8,.875,2,6,8,4,0,0,3,1,16,14.2,+17
56,56,2007-03-06,29-221,SAS,@,POR,W (+5),0,26:47,8,15,.533,2,4,.500,5,5,1.000,2,2,4,3,0,0,1,4,23,17.2,+12
57,57,2007-03-08,29-223,SAS,@,SAC,W (+7),0,29:03,9,16,.563,5,9,.556,8,10,.800,0,5,5,3,4,0,3,3,31,26.0,+15
58,58,2007-03-10,29-225,SAS,,NJN,W (+16),0,27:10,4,12,.333,2,4,.500,2,3,.667,1,2,3,4,1,1,1,0,12,9.6,+9
59,59,2007-03-13,29-228,SAS,,LAC,W (+9),0,27:12,5,8,.625,3,3,1.000,3,5,.600,0,7,7,2,1,0,2,1,16,13.7,+2
60,60,2007-03-15,29-230,SAS,@,MIL,L (-11),0,28:45,2,10,.200,1,6,.167,7,8,.875,2,1,3,3,0,1,2,3,12,6.7,-22
61,61,2007-03-17,29-232,SAS,,BOS,L (-6),0,34:38,2,8,.250,0,3,.000,4,4,1.000,0,4,4,6,1,1,2,3,8,7.1,+5
62,62,2007-03-21,29-236,SAS,,IND,W (+18),0,25:27,1,7,.143,1,5,.200,5,5,1.000,0,4,4,5,2,1,1,4,8,8.3,+10
63,63,2007-03-23,29-238,SAS,,DET,W (+1),0,25:03,2,6,.333,1,4,.250,5,5,1.000,0,4,4,2,0,0,2,0,10,7.2,-13
64,64,2007-03-25,29-240,SAS,@,SEA,W (+41),0,24:53,6,11,.545,5,9,.556,2,2,1.000,1,3,4,2,3,0,2,1,19,17.3,+17
65,65,2007-03-26,29-241,SAS,@,GSW,W (+37),0,22:46,5,7,.714,3,4,.750,4,5,.800,0,6,6,2,1,1,1,1,17,17.2,+25
66,66,2007-03-28,29-243,SAS,,NOK,W (+4),0,25:39,2,11,.182,1,7,.143,7,8,.875,0,5,5,7,0,0,2,1,12,8.7,+6
67,67,2007-03-30,29-245,SAS,,UTA,W (+9),0,32:18,10,16,.625,1,4,.250,4,4,1.000,1,5,6,4,3,2,1,1,25,25.8,+25
68,68,2007-04-01,29-247,SAS,@,IND,L (-1),0,28:53,4,11,.364,1,6,.167,4,7,.571,0,3,3,2,3,0,2,2,13,8.2,-14
69,69,2007-04-03,29-249,SAS,,SEA,W (+19),0,22:11,3,6,.500,0,3,.000,2,2,1.000,1,3,4,5,2,0,1,0,8,11.1,+22
70,70,2007-04-05,29-251,SAS,,PHO,W (+7),0,23:41,3,11,.273,1,4,.250,0,0,,1,4,5,3,2,0,4,4,7,0.9,-5
71,71,2007-04-07,29-253,SAS,,GSW,W (+13),0,31:46,7,13,.538,3,7,.429,8,10,.800,1,6,7,7,2,0,3,2,25,23.5,+7
72,72,2007-04-09,29-255,SAS,,POR,W (+16),0,27:04,4,9,.444,0,3,.000,4,5,.800,0,2,2,1,0,0,0,1,12,7.8,+1
73,73,2007-04-11,29-257,SAS,,SAC,W (+9),0,28:38,4,9,.444,1,2,.500,5,5,1.000,1,1,2,6,0,1,3,2,14,11.4,+6
74,74,2007-04-13,29-259,SAS,@,MIN,W (+19),0,21:40,8,11,.727,3,6,.500,2,2,1.000,0,1,1,1,1,0,0,1,21,18.1,+18
75,75,2007-04-15,29-261,SAS,@,DAL,L (-5),0,27:39,6,13,.462,0,2,.000,4,4,1.000,0,5,5,1,0,0,1,2,16,9.7,-2
