Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
34,34,2004-01-14,26-170,SAS,,MIN,L (-7),1,30:00,6,12,.500,0,3,.000,2,2,1.000,2,4,6,3,0,0,2,5,14,8.7,-5
35,35,2004-01-16,26-172,SAS,@,IND,L (-10),1,28:00,3,7,.429,0,2,.000,5,6,.833,2,1,3,7,1,0,3,2,11,10.7,-9
36,36,2004-01-18,26-174,SAS,@,BOS,W (+17),0,19:00,1,5,.200,0,1,.000,2,2,1.000,1,5,6,5,0,0,2,2,4,3.8,+6
37,37,2004-01-19,26-175,SAS,@,DET,L (-8),0,28:00,4,9,.444,1,3,.333,1,1,1.000,2,1,3,4,1,0,1,3,10,8.6,-2
38,38,2004-01-21,26-177,SAS,,NJN,W (+23),0,16:00,4,5,.800,0,0,,0,2,.000,0,3,3,1,0,0,1,4,8,4.3,-3
39,39,2004-01-23,26-179,SAS,@,PHO,W (+2),0,26:00,4,10,.400,0,4,.000,2,3,.667,1,3,4,2,2,0,2,4,10,5.6,+9
40,40,2004-01-24,26-180,SAS,,NOH,L (-2),0,33:00,4,11,.364,0,3,.000,4,5,.800,3,2,5,5,1,1,1,2,12,11.6,+3
41,41,2004-01-26,26-182,SAS,@,MIL,L (-1),1,34:00,2,5,.400,1,3,.333,4,4,1.000,0,5,5,4,1,1,6,4,9,4.7,+12
42,42,2004-01-27,26-183,SAS,@,NYK,W (+10),1,36:00,4,13,.308,0,3,.000,6,6,1.000,1,6,7,6,3,0,2,3,14,13.0,+14
43,43,2004-01-29,26-185,SAS,,SAC,L (-5),1,37:00,4,7,.571,2,3,.667,2,3,.667,1,3,4,4,2,1,5,2,12,9.6,-3
44,44,2004-01-31,26-187,SAS,,UTA,W (+4),0,23:00,0,5,.000,0,2,.000,6,6,1.000,3,3,6,3,0,0,0,2,6,6.8,-3
45,45,2004-02-02,26-189,SAS,@,UTA,W (+18),0,25:00,5,12,.417,1,4,.250,1,2,.500,1,1,2,1,4,0,2,2,12,8.1,+13
46,46,2004-02-05,26-192,SAS,@,SEA,W (+6),0,26:00,5,15,.333,3,6,.500,0,0,,1,4,5,3,0,0,0,5,13,6.5,-2
47,47,2004-02-06,26-193,SAS,@,SAC,W (+8),0,28:00,6,11,.545,0,2,.000,3,3,1.000,1,3,4,3,1,1,1,4,15,12.5,-3
48,48,2004-02-09,26-196,SAS,@,HOU,W (+3),0,32:00,6,9,.667,0,0,,1,2,.500,0,1,1,3,3,0,3,2,13,10.3,+3
49,49,2004-02-18,26-205,SAS,@,TOR,W (+4),0,26:00,1,7,.143,1,1,1.000,5,5,1.000,2,4,6,2,2,0,2,1,8,7.1,+13
50,50,2004-02-20,26-207,SAS,@,CLE,L (-2),0,30:00,8,14,.571,1,4,.250,4,4,1.000,0,3,3,2,5,0,5,2,21,15.9,-5
51,51,2004-02-22,26-209,SAS,@,MIN,W (+2),0,29:00,4,11,.364,1,2,.500,2,3,.667,1,3,4,6,2,0,2,1,11,9.9,+2
52,52,2004-02-24,26-211,SAS,,HOU,W (+9),0,28:00,8,12,.667,3,5,.600,2,3,.667,1,2,3,2,5,0,1,1,21,21.7,+12
53,53,2004-02-26,26-213,SAS,@,DAL,L (-24),0,22:00,3,10,.300,1,5,.200,0,0,,3,0,3,3,1,0,1,1,7,5.0,-14
54,54,2004-02-28,26-215,SAS,,DEN,W (+25),0,29:00,3,9,.333,0,2,.000,2,2,1.000,0,3,3,5,1,0,2,3,8,5.1,+10
55,55,2004-03-01,26-217,SAS,,MEM,L (-1),0,31:00,4,11,.364,2,5,.400,5,6,.833,0,5,5,9,2,0,4,4,15,12.7,-2
56,56,2004-03-03,26-219,SAS,,SEA,W (+4),0,22:00,1,6,.167,0,1,.000,1,2,.500,1,2,3,3,3,0,4,1,3,0.8,0
57,57,2004-03-05,26-221,SAS,,DAL,W (+13),0,27:00,3,7,.429,0,2,.000,5,6,.833,1,5,6,3,2,0,4,4,11,7.6,+10
58,58,2004-03-06,26-222,SAS,@,PHO,W (+21),0,18:00,3,7,.429,1,3,.333,2,2,1.000,0,2,2,1,2,0,2,0,9,6.6,+2
59,59,2004-03-09,26-225,SAS,@,MEM,L (-6),0,30:00,1,4,.250,0,2,.000,4,4,1.000,0,2,2,4,2,0,6,2,6,2.2,-15
60,60,2004-03-10,26-226,SAS,,LAC,W (+18),0,25:00,5,7,.714,3,3,1.000,1,2,.500,0,4,4,8,1,0,1,2,14,16.7,+19
61,61,2004-03-12,26-228,SAS,,GSW,W (+25),0,26:00,7,11,.636,1,2,.500,1,2,.500,1,4,5,2,2,0,2,1,16,13.6,+19
62,62,2004-03-14,26-230,SAS,@,SAC,L (-14),0,28:00,6,14,.429,2,3,.667,2,4,.500,1,2,3,4,1,0,4,3,16,7.7,-13
63,63,2004-03-15,26-231,SAS,@,GSW,L (-17),0,26:00,5,9,.556,2,3,.667,4,5,.800,0,1,1,0,0,0,2,4,16,8.0,-3
64,64,2004-03-18,26-234,SAS,,MIN,W (+20),0,28:00,5,13,.385,0,2,.000,5,7,.714,2,6,8,2,0,0,0,2,15,10.9,+12
65,65,2004-03-20,26-236,SAS,,BOS,W (+16),0,24:00,7,10,.700,3,3,1.000,9,9,1.000,0,3,3,1,2,0,4,0,26,21.4,+11
66,66,2004-03-23,26-239,SAS,@,MIN,L (-5),0,21:00,2,11,.182,0,4,.000,0,0,,3,3,6,3,1,0,3,2,4,-0.6,-15
67,67,2004-03-25,26-241,SAS,,DET,W (+9),0,28:00,4,11,.364,2,4,.500,7,7,1.000,3,2,5,1,1,0,4,4,17,9.7,+5
68,68,2004-03-27,26-243,SAS,,PHO,W (+29),0,20:00,4,5,.800,1,1,1.000,0,0,,0,3,3,5,2,0,0,3,9,12.3,+13
69,69,2004-03-29,26-245,SAS,,CLE,W (+8),0,24:00,8,15,.533,3,4,.750,2,4,.500,3,5,8,2,1,0,1,2,21,17.1,+8
70,70,2004-03-31,26-247,SAS,,SAC,W (+18),0,25:00,11,16,.688,1,2,.500,6,7,.857,2,0,2,4,0,0,2,3,29,22.8,+25
71,71,2004-04-02,26-249,SAS,@,UTA,W (+13),0,28:00,4,10,.400,2,4,.500,5,7,.714,1,0,1,0,1,0,1,0,15,9.5,+12
72,72,2004-04-04,26-251,SAS,@,LAL,W (+6),0,31:00,2,9,.222,2,4,.500,6,7,.857,0,4,4,4,3,0,1,2,12,11.3,+10
73,73,2004-04-07,26-254,SAS,,SEA,W (+21),0,21:00,2,6,.333,0,1,.000,2,3,.667,0,0,0,3,0,0,3,2,6,0.5,-6
74,74,2004-04-09,26-256,SAS,,POR,W (+10),0,28:00,8,12,.667,4,5,.800,1,1,1.000,2,3,5,5,2,0,2,3,21,20.4,+19
75,75,2004-04-11,26-258,SAS,@,LAC,W (+9),0,25:00,2,7,.286,0,2,.000,6,7,.857,1,2,3,3,1,0,2,2,10,7.1,-6
76,76,2004-04-12,26-259,SAS,@,POR,W (+12),0,27:00,0,6,.000,0,1,.000,4,4,1.000,0,4,4,4,1,0,3,1,4,1.4,+15
77,77,2004-04-14,26-261,SAS,,DEN,W (+26),0,29:00,1,9,.111,0,2,.000,4,4,1.000,2,5,7,5,2,0,3,4,6,3.9,+10
