Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
16,15,2014-11-30,37-125,SAS,@,BOS,W (+22),0,18:29,2,6,.333,1,5,.200,2,2,1.000,0,0,0,2,0,0,5,1,7,-0.4,+3
17,16,2014-12-01,37-126,SAS,@,PHI,W (+6),0,12:42,4,8,.500,2,3,.667,4,5,.800,1,0,1,3,0,0,0,0,14,12.4,+1
18,17,2014-12-03,37-128,SAS,@,BRK,L (-2),0,28:37,6,13,.462,2,7,.286,1,2,.500,1,5,6,5,1,0,0,3,15,13.4,+4
19,18,2014-12-05,37-130,SAS,@,MEM,W (+6),0,28:10,5,10,.500,5,5,1.000,2,4,.500,1,5,6,7,2,1,3,3,17,16.8,-3
20,,2014-12-06,37-131,SAS,,MIN,W (+22),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
21,19,2014-12-09,37-134,SAS,@,UTA,L (-4),0,27:47,3,17,.176,1,6,.167,3,5,.600,1,0,1,8,2,0,4,0,10,2.8,+6
22,,2014-12-10,37-135,SAS,,NYK,W (+14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
23,20,2014-12-12,37-137,SAS,,LAL,L (-2),0,31:17,6,16,.375,3,8,.375,3,4,.750,0,3,3,4,1,0,4,3,18,8.3,-9
24,21,2014-12-14,37-139,SAS,@,DEN,W (+8),0,24:16,4,9,.444,1,3,.333,6,7,.857,1,0,1,6,0,0,4,3,15,9.6,+8
25,,2014-12-15,37-140,SAS,@,POR,L (-13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,22,2014-12-17,37-142,SAS,,MEM,L (-1),0,41:10,7,20,.350,4,9,.444,3,7,.429,2,6,8,8,0,0,3,0,21,14.0,+2
27,23,2014-12-19,37-144,SAS,,POR,L (-10),0,29:50,5,17,.294,0,4,.000,1,3,.333,0,5,5,5,0,0,6,5,11,-2.7,-15
28,,2014-12-20,37-145,SAS,@,DAL,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
29,24,2014-12-22,37-147,SAS,,LAC,W (+7),0,27:22,7,11,.636,2,5,.400,3,4,.750,0,2,2,10,0,0,3,0,19,18.3,+15
30,25,2014-12-25,37-150,SAS,,OKC,L (-8),0,24:43,3,5,.600,1,3,.333,4,4,1.000,1,6,7,13,1,0,5,4,11,14.7,+4
31,26,2014-12-26,37-151,SAS,@,NOP,L (-7),0,26:48,5,10,.500,2,5,.400,0,0,,0,3,3,5,0,0,3,1,12,8.0,-1
32,27,2014-12-28,37-153,SAS,,HOU,W (+4),0,24:27,5,7,.714,2,4,.500,3,4,.750,0,5,5,4,2,0,4,4,15,12.4,-3
33,28,2014-12-30,37-155,SAS,@,MEM,L (-8),0,26:40,2,7,.286,0,2,.000,2,2,1.000,1,1,2,2,1,0,1,0,6,4.3,-7
34,29,2014-12-31,37-156,SAS,,NOP,W (+2),0,28:49,9,17,.529,5,8,.625,3,4,.750,2,5,7,3,1,0,1,4,26,20.7,+11
35,30,2015-01-03,37-159,SAS,,WAS,W (+9),0,27:54,2,8,.250,0,4,.000,1,2,.500,0,3,3,5,1,0,3,3,5,1.0,0
36,31,2015-01-06,37-162,SAS,,DET,L (-1),0,27:38,3,7,.429,2,2,1.000,3,4,.750,0,3,3,8,2,0,4,3,11,10.2,-6
37,32,2015-01-09,37-165,SAS,,PHO,W (+5),0,10:19,2,4,.500,0,0,,0,0,,0,2,2,3,2,0,0,0,4,6.7,+11
38,,2015-01-10,37-166,SAS,@,MIN,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,33,2015-01-13,37-169,SAS,@,WAS,L (-8),0,23:10,2,8,.250,2,6,.333,2,2,1.000,0,2,2,5,0,0,4,3,8,2.1,+3
40,34,2015-01-14,37-170,SAS,@,CHO,W (+5),0,23:43,10,14,.714,3,6,.500,4,6,.667,0,3,3,2,3,0,4,3,27,20.5,+15
41,35,2015-01-16,37-172,SAS,,POR,W (+14),0,21:32,4,12,.333,1,6,.167,4,4,1.000,0,4,4,7,3,0,3,1,13,11.9,+8
42,36,2015-01-18,37-174,SAS,,UTA,W (+20),0,18:33,2,7,.286,1,3,.333,1,2,.500,0,2,2,4,1,4,2,1,6,6.3,+15
43,37,2015-01-20,37-176,SAS,@,DEN,W (+10),0,23:52,4,12,.333,1,4,.250,2,6,.333,1,3,4,8,1,0,1,3,11,8.6,+14
44,38,2015-01-22,37-178,SAS,@,CHI,L (-23),0,18:13,1,6,.167,0,3,.000,0,0,,0,0,0,1,1,0,0,2,2,-0.9,-12
45,39,2015-01-23,37-179,SAS,,LAL,W (+14),0,23:04,6,9,.667,1,3,.333,2,2,1.000,1,2,3,1,2,0,2,3,15,11.9,+7
46,40,2015-01-25,37-181,SAS,,MIL,W (+6),0,29:07,3,8,.375,1,2,.500,6,8,.750,0,1,1,3,0,1,4,4,13,5.3,+1
47,41,2015-01-28,37-184,SAS,,CHO,W (+9),0,22:41,4,11,.364,2,4,.500,0,0,,0,3,3,2,0,1,1,0,10,5.9,+12
48,42,2015-01-31,37-187,SAS,,LAC,L (-20),0,22:14,2,7,.286,0,3,.000,5,10,.500,0,2,2,2,2,0,4,1,9,2.5,-12
49,43,2015-02-04,37-191,SAS,,ORL,W (+7),0,28:53,5,9,.556,3,5,.600,0,2,.000,0,6,6,10,0,0,1,2,13,14.9,+26
50,44,2015-02-06,37-193,SAS,,MIA,W (+13),0,24:23,2,4,.500,2,4,.500,0,0,,1,3,4,9,2,0,2,2,6,11.1,+10
51,45,2015-02-08,37-195,SAS,@,TOR,L (-5),0,26:43,3,13,.231,1,7,.143,2,2,1.000,1,3,4,3,1,0,1,3,9,3.6,-13
52,,2015-02-09,37-196,SAS,@,IND,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
53,46,2015-02-11,37-198,SAS,@,DET,W (+17),0,21:36,6,9,.667,1,4,.250,0,0,,1,1,2,2,1,0,1,1,13,11.1,+11
54,47,2015-02-19,37-206,SAS,@,LAC,L (-4),0,23:02,3,4,.750,3,4,.750,1,2,.500,0,1,1,6,0,0,5,4,10,5.9,-14
55,48,2015-02-20,37-207,SAS,@,GSW,L (-11),0,17:38,4,7,.571,0,2,.000,0,0,,0,3,3,3,1,1,1,2,8,7.6,-12
56,49,2015-02-23,37-210,SAS,@,UTA,L (-9),0,20:19,3,9,.333,0,4,.000,2,4,.500,0,4,4,3,0,1,4,2,8,1.3,-3
57,50,2015-02-25,37-212,SAS,@,POR,L (-16),0,12:30,1,5,.200,0,2,.000,0,0,,0,1,1,2,0,1,1,1,2,-0.1,-12
58,51,2015-02-27,37-214,SAS,@,SAC,W (+11),0,19:34,6,10,.600,2,5,.400,2,2,1.000,1,1,2,0,0,1,0,1,16,12.7,+16
59,52,2015-02-28,37-215,SAS,@,PHO,W (+27),0,18:34,1,4,.250,0,1,.000,0,0,,0,4,4,7,0,0,1,2,2,3.9,+27
60,53,2015-03-04,37-219,SAS,,SAC,W (+27),0,20:44,5,9,.556,2,3,.667,1,1,1.000,0,6,6,3,2,1,6,3,13,8.1,+13
61,54,2015-03-06,37-221,SAS,,DEN,W (+9),0,18:44,2,5,.400,2,4,.500,3,4,.750,1,1,2,2,1,0,2,3,9,6.1,-8
62,55,2015-03-08,37-223,SAS,,CHI,W (+11),0,25:18,5,8,.625,1,3,.333,5,6,.833,1,3,4,2,3,1,2,4,16,15.1,+14
63,,2015-03-10,37-225,SAS,,TOR,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
64,56,2015-03-12,37-227,SAS,,CLE,L (-3),0,9:45,0,1,.000,0,1,.000,0,0,,0,2,2,2,0,0,0,1,0,0.9,-9
65,57,2015-03-15,37-230,SAS,,MIN,W (+26),0,18:40,4,5,.800,0,0,,3,4,.750,0,3,3,2,0,1,4,0,11,7.7,+14
66,,2015-03-17,37-232,SAS,@,NYK,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
67,,2015-03-18,37-233,SAS,@,MIL,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
68,,2015-03-20,37-235,SAS,,BOS,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
69,,2015-03-22,37-237,SAS,@,ATL,W (+19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
70,58,2015-03-24,37-239,SAS,@,DAL,L (-7),0,16:03,3,6,.500,0,3,.000,1,2,.500,0,4,4,3,1,0,3,1,7,4.5,-10
71,59,2015-03-25,37-240,SAS,,OKC,W (+39),0,15:05,1,3,.333,1,3,.333,4,4,1.000,0,2,2,0,1,0,1,2,7,5.1,-3
72,60,2015-03-27,37-242,SAS,,DAL,W (+18),0,22:29,2,7,.286,0,1,.000,0,0,,1,2,3,6,3,0,0,4,4,6.8,+8
73,61,2015-03-29,37-244,SAS,,MEM,W (+14),0,19:46,1,3,.333,0,1,.000,2,2,1.000,1,3,4,3,1,0,0,1,4,6.6,+4
74,62,2015-03-31,37-246,SAS,@,MIA,W (+14),0,17:52,1,4,.250,0,2,.000,0,0,,1,0,1,1,0,0,5,2,2,-4.8,-5
75,63,2015-04-01,37-247,SAS,@,ORL,W (+12),0,17:41,4,7,.571,3,5,.600,2,2,1.000,0,3,3,3,2,0,1,1,13,13.3,+27
76,64,2015-04-03,37-249,SAS,,DEN,W (+30),0,19:01,2,6,.333,0,4,.000,0,1,.000,3,3,6,5,2,0,1,1,4,7.3,+17
77,65,2015-04-05,37-251,SAS,,GSW,W (+15),0,22:02,2,6,.333,1,3,.333,1,1,1.000,0,4,4,5,0,1,2,0,6,6.0,+11
78,66,2015-04-07,37-253,SAS,@,OKC,W (+25),0,17:54,4,8,.500,2,4,.500,0,0,,0,4,4,2,0,0,1,1,10,7.2,+25
79,67,2015-04-08,37-254,SAS,,HOU,W (+12),0,18:09,5,8,.625,3,4,.750,0,0,,0,2,2,2,1,0,1,2,13,10.6,+8
80,68,2015-04-10,37-256,SAS,@,HOU,W (+1),0,21:10,3,7,.429,0,2,.000,0,0,,0,2,2,4,2,0,4,4,6,2.1,+14
81,69,2015-04-12,37-258,SAS,,PHO,W (+16),0,18:02,1,3,.333,1,2,.500,6,10,.600,1,2,3,4,1,2,1,4,9,9.6,-9
82,70,2015-04-15,37-261,SAS,@,NOP,L (-5),0,20:52,1,7,.143,1,5,.200,1,2,.500,0,2,2,4,0,1,2,1,4,0.8,-5
